      Freq,     Re(Av),     Im(Av),     Re(Ai),     Im(Ai),    Re(Pin),    Im(Pin),   Re(Pout),   Im(Pout),    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout), 
        Hz,           ,           ,           ,           ,          W,          W,          W,          W,       Ohms,       Ohms,       Ohms,       Ohms,          V,          V,          V,          V,          A,          A,          A,          A, 
 1.000E+01,  9.975E-01, -5.014E-02,  1.000E+00, -1.257E-03,  1.249E-01,  6.122E-03,  1.249E-01,  0.000E+00,  5.000E+01,  2.450E+00,  5.000E+01,  2.450E+00,  2.502E+00,  6.122E-02,  2.498E+00, -6.436E-02,  4.997E-02, -1.224E-03,  4.997E-02, -1.287E-03, 
 6.721E+03,  2.290E-02,  1.953E-01,  1.628E+00,  3.595E-01,  1.772E-02, -5.106E-02,  1.772E-02,  0.000E+00,  1.390E+02, -4.004E+02,  1.362E+02, -3.968E+02,  4.759E+00, -5.106E-01,  2.087E-01,  9.179E-01,  4.820E-03,  1.021E-02,  4.174E-03,  1.836E-02, 
 1.343E+04, -8.775E-03,  1.640E-01, -2.662E+00,  1.302E+00,  1.276E-02,  2.290E-02,  1.276E-02,  0.000E+00,  4.392E+02,  7.880E+02,  3.914E+02,  7.562E+02,  4.858E+00,  2.290E-01, -8.020E-02,  7.948E-01,  2.843E-03, -4.580E-03, -1.604E-03,  1.590E-02, 
 2.014E+04, -1.927E-01,  4.111E-01, -1.024E+00,  4.674E-02,  6.408E-02,  1.219E-01,  6.408E-02,  0.000E+00,  5.252E+01,  9.990E+01,  5.708E+01,  1.039E+02,  3.749E+00,  1.219E+00, -1.224E+00,  1.306E+00,  2.502E-02, -2.438E-02, -2.447E-02,  2.613E-02, 
 2.686E+04, -5.648E-02, -2.556E-01, -1.271E+00, -1.590E-01,  2.906E-02, -8.167E-02,  2.906E-02,  0.000E+00,  8.203E+01, -2.305E+02,  7.258E+01, -2.177E+02,  4.532E+00, -8.167E-01, -4.647E-01, -1.112E+00,  9.355E-03,  1.633E-02, -9.294E-03, -2.225E-02, 
 3.357E+04,  1.095E-03, -1.621E-01, -6.024E-02, -6.169E+00,  1.247E-02, -2.060E-04,  1.247E-02,  1.355E-20,  1.903E+03, -3.144E+01,  1.785E+03,  4.596E+02,  4.872E+00, -2.060E-03,  4.999E-03, -7.896E-01,  2.559E-03,  4.120E-05,  9.999E-05, -1.579E-02, 
 4.028E+04,  4.781E-02, -2.371E-01,  1.188E+00, -1.118E-01,  2.526E-02,  8.380E-02,  2.526E-02,  0.000E+00,  7.118E+01,  2.361E+02,  7.419E+01,  2.408E+02,  4.570E+00,  8.380E-01,  4.172E-01, -1.044E+00,  8.601E-03, -1.676E-02,  8.344E-03, -2.087E-02, 
 4.699E+04,  1.740E-01,  3.959E-01,  1.044E+00,  5.749E-02,  6.052E-02, -1.194E-01,  6.052E-02, -3.469E-18,  5.463E+01, -1.078E+02,  5.760E+01, -1.105E+02,  3.841E+00, -1.194E+00,  1.141E+00,  1.313E+00,  2.318E-02,  2.388E-02,  2.282E-02,  2.626E-02, 
 5.370E+04,  9.837E-03,  1.739E-01,  2.832E+00,  1.814E+00,  1.427E-02, -1.974E-02,  1.427E-02,  0.000E+00,  5.656E+02, -7.822E+02,  3.824E+02, -6.949E+02,  4.845E+00, -1.974E-01,  8.198E-02,  8.407E-01,  3.106E-03,  3.947E-03,  1.640E-03,  1.681E-02, 
 6.041E+04, -2.266E-02,  1.829E-01, -1.730E+00,  3.663E-01,  1.574E-02,  4.566E-02,  1.574E-02,  0.000E+00,  1.564E+02,  4.536E+02,  1.089E+02,  3.843E+02,  4.792E+00,  4.566E-01, -1.921E-01,  8.660E-01,  4.154E-03, -9.132E-03, -3.842E-03,  1.732E-02, 
 6.712E+04, -9.212E-01,  3.636E-01, -9.336E-01, -1.360E-02,  1.200E-01,  4.939E-02,  1.200E-01,  0.000E+00,  4.359E+01,  1.794E+01,  5.666E+01,  2.067E+01,  2.424E+00,  4.939E-01, -2.412E+00,  4.261E-01,  5.153E-02, -9.879E-03, -4.824E-02,  8.522E-03, 
 7.383E+04, -2.310E-02, -1.895E-01, -1.815E+00, -4.514E-01,  1.681E-02, -4.399E-02,  1.681E-02, -4.337E-19,  1.749E+02, -4.577E+02,  1.194E+02, -3.858E+02,  4.784E+00, -4.399E-01, -1.939E-01, -8.961E-01,  4.324E-03,  8.798E-03, -3.877E-03, -1.792E-02, 
 8.055E+04,  1.040E-02, -1.743E-01,  2.717E+00, -1.548E+00,  1.433E-02,  2.198E-02,  1.433E-02,  0.000E+00,  4.890E+02,  7.502E+02,  3.535E+02,  6.739E+02,  4.842E+00,  2.198E-01,  8.867E-02, -8.417E-01,  3.158E-03, -4.396E-03,  1.773E-03, -1.683E-02, 
 8.726E+04,  9.315E-02, -2.953E-01,  1.046E+00, -2.550E-02,  3.747E-02,  1.094E-01,  3.747E-02,  3.469E-18,  5.474E+01,  1.598E+02,  5.294E+01,  1.572E+02,  4.283E+00,  1.094E+00,  7.221E-01, -1.163E+00,  1.434E-02, -2.188E-02,  1.444E-02, -2.326E-02, 
 9.397E+04,  5.610E-02,  2.641E-01,  1.132E+00,  1.170E-01,  3.033E-02, -9.394E-02,  3.033E-02,  1.735E-18,  6.472E+01, -2.005E+02,  8.330E+01, -2.256E+02,  4.462E+00, -9.394E-01,  4.985E-01,  1.126E+00,  1.075E-02,  1.879E-02,  9.969E-03,  2.252E-02, 
 1.007E+05,  3.710E-03,  1.657E-01, -1.471E+00,  5.612E+00,  1.301E-02,  3.723E-03,  1.301E-02,  0.000E+00,  1.683E+03,  4.817E+02,  1.086E+03, -8.928E+02,  4.866E+00,  3.723E-02,  1.188E-02,  8.063E-01,  2.678E-03, -7.445E-04,  2.377E-04,  1.613E-02, 
 1.074E+05, -4.109E-02,  2.114E-01, -1.463E+00,  1.931E-01,  2.081E-02,  6.210E-02,  2.081E-02, -8.674E-19,  1.089E+02,  3.249E+02,  6.300E+01,  2.509E+02,  4.696E+00,  6.210E-01, -3.242E-01,  9.671E-01,  6.073E-03, -1.242E-02, -6.485E-03,  1.934E-02, 
 1.141E+05, -9.722E-01, -3.739E-01, -9.128E-01, -5.233E-02,  1.214E-01, -3.888E-02,  1.214E-01,  3.469E-18,  4.179E+01, -1.338E+01,  6.198E+01, -1.490E+01,  2.333E+00, -3.888E-01, -2.414E+00, -4.945E-01,  5.334E-02,  7.777E-03, -4.828E-02, -9.889E-03, 
 1.208E+05, -1.252E-02, -1.622E-01, -2.470E+00, -9.534E-01,  1.252E-02, -2.624E-02,  1.252E-02,  0.000E+00,  3.506E+02, -7.344E+02,  2.064E+02, -5.884E+02,  4.857E+00, -2.624E-01, -1.034E-01, -7.846E-01,  2.862E-03,  5.247E-03, -2.067E-03, -1.569E-02, 
 1.275E+05,  1.636E-02, -1.899E-01,  2.000E+00, -6.822E-01,  1.681E-02,  3.819E-02,  1.681E-02,  0.000E+00,  2.233E+02,  5.074E+02,  2.212E+02,  5.055E+02,  4.794E+00,  3.819E-01,  1.509E-01, -9.042E-01,  4.114E-03, -7.638E-03,  3.019E-03, -1.808E-02, 
 1.342E+05,  1.193E-01, -3.101E-01,  1.053E+00,  1.047E-02,  4.180E-02,  1.120E-01,  4.180E-02,  0.000E+00,  5.541E+01,  1.484E+02,  4.281E+01,  1.303E+02,  4.205E+00,  1.120E+00,  8.488E-01, -1.170E+00,  1.590E-02, -2.239E-02,  1.698E-02, -2.341E-02, 
 1.409E+05,  4.062E-02,  2.478E-01,  1.112E+00,  1.370E-01,  2.680E-02, -9.146E-02,  2.680E-02, -1.735E-18,  6.271E+01, -2.140E+02,  1.171E+02, -2.852E+02,  4.518E+00, -9.146E-01,  4.102E-01,  1.083E+00,  9.635E-03,  1.829E-02,  8.204E-03,  2.165E-02, 
 1.477E+05,  2.887E-03,  1.562E-01, -3.115E+00,  2.788E+00,  1.162E-02,  1.347E-02,  1.162E-02, -1.355E-20,  8.737E+02,  1.013E+03,  1.267E+03, -9.956E+02,  4.877E+00,  1.347E-01, -6.966E-03,  7.622E-01,  2.457E-03, -2.695E-03, -1.393E-04,  1.524E-02, 
 1.544E+05, -5.074E-02,  2.270E-01, -1.475E+00,  1.982E-01,  2.389E-02,  6.475E-02,  2.389E-02,  0.000E+00,  1.107E+02,  3.000E+02,  5.638E+01,  2.183E+02,  4.653E+00,  6.475E-01, -3.831E-01,  1.024E+00,  6.937E-03, -1.295E-02, -7.663E-03,  2.047E-02, 
 1.611E+05, -8.675E-01,  4.132E-01, -9.003E-01, -6.857E-02,  1.160E-01,  6.651E-02,  1.160E-01,  3.469E-18,  4.076E+01,  2.337E+01,  5.619E+01,  2.885E+01,  2.417E+00,  6.651E-01, -2.371E+00,  4.216E-01,  5.167E-02, -1.330E-02, -4.743E-02,  8.433E-03, 
 1.678E+05, -1.072E-02, -1.572E-01, -2.125E+00, -6.307E-01,  1.177E-02, -3.158E-02,  1.177E-02,  0.000E+00,  2.456E+02, -6.591E+02,  2.462E+02, -6.599E+02,  4.858E+00, -3.158E-01, -1.017E-01, -7.602E-01,  2.832E-03,  6.315E-03, -2.034E-03, -1.520E-02, 
 1.745E+05,  9.994E-03, -1.854E-01,  1.902E+00, -6.482E-01,  1.600E-02,  3.979E-02,  1.600E-02, -4.337E-19,  2.019E+02,  5.019E+02,  4.554E+02,  6.754E+02,  4.800E+00,  3.979E-01,  1.218E-01, -8.861E-01,  3.993E-03, -7.958E-03,  2.435E-03, -1.772E-02, 
 1.812E+05,  8.215E-02, -2.526E-01,  1.189E+00, -8.212E-03,  2.962E-02,  8.897E-02,  2.962E-02,  0.000E+00,  7.071E+01,  2.124E+02,  3.687E+01,  1.535E+02,  4.494E+00,  8.897E-01,  5.940E-01, -1.062E+00,  1.011E-02, -1.779E-02,  1.188E-02, -2.124E-02, 
 1.879E+05,  1.215E-01,  4.009E-01,  9.228E-01,  9.714E-02,  5.643E-02, -1.338E-01,  5.643E-02,  0.000E+00,  4.305E+01, -1.020E+02,  1.016E+02, -1.484E+02,  3.780E+00, -1.338E+00,  9.956E-01,  1.353E+00,  2.439E-02,  2.675E-02,  1.991E-02,  2.706E-02, 
 1.946E+05,  6.500E-03,  1.450E-01, -6.269E-01,  6.798E+00,  1.010E-02,  1.390E-03,  1.010E-02,  5.421E-20,  2.330E+03,  3.207E+02,  4.291E+02, -9.124E+02,  4.897E+00,  1.390E-02,  2.981E-02,  7.100E-01,  2.063E-03, -2.780E-04,  5.963E-04,  1.420E-02, 
 2.014E+05, -3.159E-02,  2.109E-01, -1.753E+00,  4.425E-01,  2.058E-02,  4.924E-02,  2.058E-02,  0.000E+00,  1.635E+02,  3.912E+02,  9.982E+01,  3.144E+02,  4.731E+00,  4.924E-01, -2.533E-01,  9.822E-01,  5.375E-03, -9.848E-03, -5.066E-03,  1.964E-02, 
 2.081E+05, -1.045E-01,  2.868E-01, -9.473E-01, -5.273E-02,  3.612E-02,  1.194E-01,  3.612E-02,  0.000E+00,  4.500E+01,  1.487E+02,  3.964E+01,  1.393E+02,  4.237E+00,  1.194E+00, -7.852E-01,  1.091E+00,  1.525E-02, -2.388E-02, -1.570E-02,  2.181E-02, 
 2.148E+05, -2.716E-02, -2.165E-01, -1.141E+00, -1.479E-01,  2.105E-02, -8.118E-02,  2.105E-02,  0.000E+00,  6.614E+01, -2.551E+02,  1.481E+02, -3.697E+02,  4.630E+00, -8.118E-01, -3.015E-01, -9.806E-01,  7.393E-03,  1.624E-02, -6.031E-03, -1.961E-02, 
 2.215E+05, -5.606E-03, -1.630E-01,  2.819E+00, -2.145E+00,  1.260E-02,  1.780E-02,  1.260E-02,  3.388E-21,  6.274E+02,  8.865E+02,  6.790E+02, -9.032E+02,  4.864E+00,  1.780E-01,  1.752E-03, -7.938E-01,  2.721E-03, -3.561E-03,  3.505E-05, -1.588E-02, 
 2.282E+05,  3.743E-02, -1.916E-01,  1.798E+00, -3.109E-01,  1.751E-02,  4.594E-02,  1.751E-02,  8.674E-19,  1.665E+02,  4.368E+02,  5.132E+01,  2.510E+02,  4.772E+00,  4.594E-01,  2.666E-01, -8.969E-01,  4.554E-03, -9.189E-03,  5.333E-03, -1.794E-02, 
 2.349E+05,  1.448E-01, -3.622E-01,  7.969E-01,  5.072E-02,  4.931E-02,  1.504E-01,  4.931E-02,  0.000E+00,  3.188E+01,  9.726E+01,  5.483E+01,  1.297E+02,  3.734E+00,  1.504E+00,  1.085E+00, -1.135E+00,  2.533E-02, -3.009E-02,  2.171E-02, -2.269E-02, 
 2.416E+05,  2.162E-02,  1.804E-01,  1.574E+00,  2.789E-01,  1.530E-02, -5.041E-02,  1.530E-02,  0.000E+00,  1.277E+02, -4.208E+02,  1.134E+02, -3.983E+02,  4.787E+00, -5.041E-01,  1.945E-01,  8.528E-01,  4.258E-03,  1.008E-02,  3.889E-03,  1.706E-02, 
 2.483E+05,  4.107E-03,  1.929E-01, -2.426E+00,  3.340E+00,  1.729E-02,  1.313E-02,  1.729E-02,  0.000E+00,  8.519E+02,  6.469E+02,  9.883E+02, -5.925E+02,  4.817E+00,  1.313E-01, -5.542E-03,  9.297E-01,  3.661E-03, -2.625E-03, -1.108E-04,  1.859E-02, 
 2.550E+05, -2.548E-02,  1.527E-01, -1.676E+00,  1.657E-01,  1.134E-02,  4.199E-02,  1.134E-02,  0.000E+00,  1.419E+02,  5.252E+02,  4.411E+01,  2.972E+02,  4.847E+00,  4.199E-01, -1.876E-01,  7.294E-01,  3.069E-03, -8.399E-03, -3.753E-03,  1.459E-02, 
 2.618E+05, -2.059E-01,  4.575E-01, -7.398E-01, -3.131E-02,  6.412E-02,  1.603E-01,  6.412E-02,  0.000E+00,  2.741E+01,  6.851E+01,  7.436E+01,  1.163E+02,  3.189E+00,  1.603E+00, -1.390E+00,  1.129E+00,  3.622E-02, -3.206E-02, -2.780E-02,  2.258E-02, 
 2.685E+05, -3.994E-02, -2.068E-01, -1.871E+00, -4.291E-01,  2.015E-02, -4.558E-02,  2.015E-02, -8.674E-19,  1.842E+02, -4.168E+02,  6.068E+01, -2.511E+02,  4.744E+00, -4.558E-01, -2.837E-01, -9.628E-01,  5.124E-03,  9.117E-03, -5.674E-03, -1.926E-02, 
 2.752E+05, -3.431E-03, -2.147E-01, -2.290E+00, -2.916E+00,  2.105E-02, -1.599E-02,  2.105E-02,  0.000E+00,  6.875E+02, -5.222E+02,  9.895E+02, -3.078E+02,  4.774E+00, -1.599E-01, -5.071E-02, -1.025E+00,  4.516E-03,  3.198E-03, -1.014E-03, -2.049E-02, 
 2.819E+05,  1.391E-02, -1.234E-01,  1.556E+00, -1.290E-01,  7.429E-03,  3.761E-02,  7.429E-03,  2.168E-19,  1.218E+02,  6.168E+02,  6.115E+01,  4.398E+02,  4.895E+00,  3.761E-01,  1.145E-01, -5.986E-01,  2.096E-03, -7.522E-03,  2.290E-03, -1.197E-02, 
 2.886E+05,  1.547E-01, -4.211E-01,  7.663E-01,  8.316E-04,  5.765E-02,  1.575E-01,  5.765E-02,  0.000E+00,  2.936E+01,  8.021E+01,  8.463E+01,  1.363E+02,  3.442E+00,  1.575E+00,  1.195E+00, -1.206E+00,  3.117E-02, -3.150E-02,  2.391E-02, -2.411E-02, 
 2.953E+05,  2.006E-01,  3.536E-01,  1.575E+00,  3.114E-01,  5.926E-02, -6.876E-02,  5.926E-02, -3.469E-18,  1.289E+02, -1.496E+02,  3.360E+01, -8.477E+01,  4.178E+00, -6.876E-01,  1.081E+00,  1.339E+00,  1.645E-02,  1.375E-02,  2.163E-02,  2.678E-02, 
 3.020E+05,  1.250E-02,  2.442E-01,  1.431E+00,  4.857E-01,  2.608E-02, -6.562E-02,  2.608E-02,  0.000E+00,  1.141E+02, -2.872E+02,  5.620E+02, -4.051E+02,  4.625E+00, -6.562E-01,  2.180E-01,  1.121E+00,  7.502E-03,  1.312E-02,  4.360E-03,  2.242E-02, 
 3.087E+05, -5.772E-03,  1.095E-01, -1.878E+00,  2.978E-01,  5.851E-03,  2.745E-02,  5.851E-03,  1.084E-19,  1.807E+02,  8.479E+02,  2.107E+02,  9.123E+02,  4.925E+00,  2.745E-01, -5.849E-02,  5.377E-01,  1.494E-03, -5.490E-03, -1.170E-03,  1.075E-02, 
 3.154E+05, -5.422E-02,  2.777E-01, -9.406E-01,  7.288E-02,  3.202E-02,  1.156E-01,  3.202E-02,  0.000E+00,  4.450E+01,  1.607E+02,  1.074E+02,  2.431E+02,  4.320E+00,  1.156E+00, -5.552E-01,  1.137E+00,  1.360E-02, -2.312E-02, -1.110E-02,  2.274E-02, 
 3.222E+05, -2.391E-01,  3.263E-01, -1.217E+00, -1.391E-01,  5.697E-02,  9.984E-02,  5.697E-02,  0.000E+00,  7.504E+01,  1.315E+02,  2.333E+01,  6.972E+01,  4.051E+00,  9.984E-01, -1.294E+00,  1.083E+00,  1.899E-02, -1.997E-02, -2.589E-02,  2.166E-02, 
 3.289E+05, -1.136E-01, -4.481E-01, -8.385E-01, -1.309E-01,  6.197E-02, -1.453E-01,  6.197E-02,  0.000E+00,  3.601E+01, -8.444E+01,  1.584E+02, -1.431E+02,  3.520E+00, -1.453E+00, -1.051E+00, -1.412E+00,  2.960E-02,  2.906E-02, -2.102E-02, -2.824E-02, 
 3.356E+05, -3.221E-03, -1.195E-01,  3.851E+00, -5.524E+00,  6.939E-03,  5.121E-03,  6.939E-03,  0.000E+00,  2.267E+03,  1.673E+03,  7.606E+02, -1.443E+03,  4.929E+00,  5.121E-02, -9.762E-03, -5.890E-01,  1.418E-03, -1.024E-03, -1.952E-04, -1.178E-02, 
 3.423E+05,  1.230E-02, -2.095E-01,  1.870E+00, -7.406E-01,  2.004E-02,  4.304E-02,  2.004E-02,  0.000E+00,  2.022E+02,  4.344E+02,  4.484E+02,  5.577E+02,  4.750E+00,  4.304E-01,  1.486E-01, -9.899E-01,  4.998E-03, -8.608E-03,  2.972E-03, -1.980E-02, 
 3.490E+05,  2.799E-02, -1.400E-01,  1.313E+00,  1.158E-02,  9.676E-03,  5.071E-02,  9.676E-03,  0.000E+00,  8.623E+01,  4.519E+02,  2.649E+01,  2.502E+02,  4.847E+00,  5.071E-01,  2.066E-01, -6.642E-01,  3.058E-03, -1.014E-02,  4.132E-03, -1.328E-02, 
 3.557E+05,  1.259E-01, -3.803E-01,  6.503E-01,  3.622E-02,  4.722E-02,  1.747E-01,  4.722E-02,  0.000E+00,  2.121E+01,  7.848E+01,  8.032E+01,  1.598E+02,  3.415E+00,  1.747E+00,  1.094E+00, -1.079E+00,  3.171E-02, -3.494E-02,  2.189E-02, -2.158E-02, 
 3.624E+05,  6.014E-02,  2.321E-01,  1.747E+00,  3.302E-01,  2.536E-02, -5.382E-02,  2.536E-02,  0.000E+00,  1.581E+02, -3.354E+02,  4.522E+01, -1.884E+02,  4.666E+00, -5.382E-01,  4.055E-01,  1.051E+00,  6.677E-03,  1.076E-02,  8.111E-03,  2.101E-02, 
 3.691E+05,  7.511E-02,  3.497E-01,  1.523E+00,  7.018E-01,  4.916E-02, -6.557E-02,  4.916E-02,  0.000E+00,  1.406E+02, -1.876E+02,  1.229E+02, -1.806E+02,  4.334E+00, -6.557E-01,  5.548E-01,  1.466E+00,  1.333E-02,  1.311E-02,  1.110E-02,  2.933E-02, 
 3.758E+05, -7.412E-03,  1.098E-01, -1.916E+00,  8.785E+00,  5.907E-03,  8.765E-04,  5.907E-03,  0.000E+00,  4.043E+03,  5.998E+02,  1.292E+02,  7.175E+02,  4.940E+00,  8.765E-03, -3.758E-02,  5.422E-01,  1.196E-03, -1.753E-04, -7.516E-04,  1.084E-02, 
 3.826E+05, -6.941E-03,  1.406E-01, -8.491E-01,  6.020E-02,  9.286E-03,  7.694E-02,  9.286E-03,  2.168E-19,  3.623E+01,  3.002E+02,  3.858E+02,  9.213E+02,  4.779E+00,  7.694E-01, -1.413E-01,  6.666E-01,  4.420E-03, -1.539E-02, -2.827E-03,  1.333E-02, 
 3.893E+05, -1.181E-01,  2.820E-01, -1.455E+00,  9.525E-02,  3.797E-02,  7.626E-02,  3.797E-02,  0.000E+00,  1.063E+02,  2.134E+02,  3.129E+01,  1.183E+02,  4.442E+00,  7.626E-01, -7.396E-01,  1.163E+00,  1.117E-02, -1.525E-02, -1.479E-02,  2.325E-02, 
 3.960E+05, -5.190E-02,  1.875E-01, -7.343E-01, -9.266E-02,  1.653E-02,  1.136E-01,  1.653E-02,  0.000E+00,  2.739E+01,  1.882E+02,  2.620E+01,  1.839E+02,  4.533E+00,  1.136E+00, -4.483E-01,  7.910E-01,  9.342E-03, -2.272E-02, -8.966E-03,  1.582E-02, 
 4.027E+05, -4.344E-02, -2.839E-01, -8.402E-01, -7.838E-02,  3.221E-02, -1.289E-01,  3.221E-02,  0.000E+00,  3.561E+01, -1.425E+02,  1.728E+02, -2.907E+02,  4.226E+00, -1.289E+00, -5.496E-01, -1.144E+00,  1.549E-02,  2.578E-02, -1.099E-02, -2.288E-02, 
 4.094E+05, -4.167E-02, -1.987E-01, -2.582E+00, -3.736E+00,  1.900E-02, -7.984E-03,  1.900E-02,  0.000E+00,  1.031E+03, -4.334E+02,  4.736E+01, -2.299E+02,  4.801E+00, -7.984E-02, -2.159E-01, -9.504E-01,  3.984E-03,  1.597E-03, -4.319E-03, -1.901E-02, 
 4.161E+05,  6.747E-04, -2.411E-01, -1.561E+00, -7.151E-01,  2.558E-02, -5.625E-02,  2.558E-02, -4.337E-19,  1.474E+02, -3.242E+02,  8.480E+02,  1.498E+02,  4.657E+00, -5.625E-01, -1.325E-01, -1.123E+00,  6.851E-03,  1.125E-02, -2.649E-03, -2.246E-02, 
 4.228E+05,  6.050E-03, -9.220E-02,  1.915E+00, -2.183E-01,  4.188E-03,  2.314E-02,  4.188E-03,  0.000E+00,  1.857E+02,  1.026E+03,  9.890E+01,  7.538E+02,  4.947E+00,  2.314E-01,  5.126E-02, -4.547E-01,  1.063E-03, -4.628E-03,  1.025E-03, -9.094E-03, 
 4.295E+05,  8.743E-03, -1.712E-01,  8.788E-01, -8.905E-02,  1.340E-02,  8.747E-02,  1.340E-02,  4.337E-19,  3.902E+01,  2.547E+02,  4.924E+02,  7.902E+02,  4.694E+00,  8.747E-01,  1.908E-01, -7.960E-01,  6.115E-03, -1.749E-02,  3.816E-03, -1.592E-02, 
 4.362E+05,  5.580E-02, -1.871E-01,  1.749E+00, -1.040E-01,  1.751E-02,  4.808E-02,  1.751E-02,  0.000E+00,  1.536E+02,  4.217E+02,  2.332E+01,  1.671E+02,  4.768E+00,  4.808E-01,  3.560E-01, -8.652E-01,  4.642E-03, -9.616E-03,  7.120E-03, -1.730E-02, 
 4.430E+05,  2.276E-02, -1.295E-01,  6.165E-01,  5.713E-02,  8.009E-03,  9.804E-02,  8.009E-03,  0.000E+00,  1.916E+01,  2.346E+02,  2.851E+01,  2.878E+02,  4.711E+00,  9.804E-01,  2.342E-01, -5.879E-01,  5.781E-03, -1.961E-02,  4.684E-03, -1.176E-02, 
 4.497E+05,  4.550E-01,  6.452E-01,  7.707E-01,  3.123E-02,  9.460E-02, -1.232E-01,  9.460E-02,  0.000E+00,  2.975E+01, -3.875E+01,  9.335E+01, -6.419E+01,  2.464E+00, -1.232E+00,  1.916E+00,  1.029E+00,  5.072E-02,  2.465E-02,  3.832E-02,  2.058E-02, 
 4.564E+05,  5.985E-01,  1.217E-01,  1.566E+00,  4.587E-01,  9.889E-02,  8.365E-03,  9.889E-02,  0.000E+00,  1.331E+02,  1.126E+01,  1.920E+01, -8.104E+00,  3.640E+00,  8.365E-02,  2.168E+00,  4.930E-01,  2.721E-02, -1.673E-03,  4.337E-02,  9.860E-03, 
 4.631E+05,  1.280E+00, -2.807E-01,  6.896E-01,  1.304E-01,  1.084E-01,  4.618E-02,  1.084E-01, -8.674E-19,  2.463E+01,  1.049E+01,  7.995E+01,  3.936E+01,  1.715E+00,  4.618E-01,  2.326E+00,  1.099E-01,  6.570E-02, -9.236E-03,  4.651E-02,  2.198E-03, 
 4.698E+05,  2.808E-03,  1.219E-01,  2.023E+00,  4.804E-01,  7.192E-03, -2.745E-02,  7.192E-03,  0.000E+00,  2.161E+02, -8.248E+02,  1.041E+03, -1.558E+03,  4.911E+00, -2.745E-01,  4.725E-02,  5.978E-01,  1.771E-03,  5.491E-03,  9.450E-04,  1.196E-02, 
 4.765E+05,  3.909E-02,  2.028E-01, -1.582E+00,  3.680E+00,  1.960E-02,  1.331E-02,  1.960E-02,  0.000E+00,  8.023E+02,  5.447E+02,  5.603E+01, -2.454E+02,  4.792E+00,  1.331E-01,  1.603E-01,  9.770E-01,  4.165E-03, -2.662E-03,  3.206E-03,  1.954E-02, 
 4.832E+05, -9.713E-03,  2.123E-01,  1.339E+00,  4.951E-01,  2.030E-02, -6.374E-02,  2.030E-02,  0.000E+00,  1.020E+02, -3.201E+02,  4.754E+02,  5.562E+02,  4.697E+00, -6.374E-01,  8.971E-02,  1.004E+00,  6.052E-03,  1.275E-02,  1.794E-03,  2.007E-02, 
 4.899E+05, -4.020E-03,  8.449E-02, -2.079E+00,  2.735E-01,  3.521E-03,  1.953E-02,  3.521E-03,  0.000E+00,  2.199E+02,  1.220E+03,  1.564E+02,  1.033E+03,  4.957E+00,  1.953E-01, -3.643E-02,  4.180E-01,  8.643E-04, -3.907E-03, -7.286E-04,  8.360E-03, 
 4.966E+05,  5.766E-03,  1.577E-01, -1.214E+00,  2.903E-01,  1.168E-02,  5.816E-02,  1.168E-02,  0.000E+00,  7.787E+01,  3.877E+02,  5.658E+02, -9.119E+02,  4.808E+00,  5.816E-01, -6.400E-02,  7.616E-01,  3.837E-03, -1.163E-02, -1.280E-03,  1.523E-02, 
 5.034E+05, -2.330E-02,  1.591E-01,  2.073E+00,  4.894E+00,  1.228E-02, -7.464E-03,  1.228E-02, -2.168E-19,  1.412E+03, -8.585E+02,  5.937E+01,  3.300E+02,  4.873E+00, -7.464E-02, -1.016E-01,  7.770E-01,  2.543E-03,  1.493E-03, -2.033E-03,  1.554E-02, 
