      Freq,    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),     Re(Av),     Im(Av),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout),     Re(Ai),     Im(Ai),    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Pin),    Im(Pin),   Re(Pout),   Im(Pout), 
 1.837E+06,  3.324E+00,  2.360E+00, -2.616E-04,  9.131E-05, -3.934E-05,  5.541E-05,  3.352E-02, -4.721E-02, -5.231E-06,  1.826E-06, -7.803E-05, -5.541E-05,  4.579E-07,  7.041E+01,  4.579E-07,  7.041E+01,  1.535E-09,  2.360E-01,  1.535E-09,  0.000E+00, 
 2.041E+06,  3.613E+00,  2.239E+00, -1.187E-04,  5.898E-05, -1.642E-05,  2.650E-05,  2.774E-02, -4.477E-02, -2.373E-06,  1.180E-06, -4.277E-05, -2.650E-05,  1.266E-07,  8.069E+01,  1.266E-07,  8.069E+01,  3.512E-10,  2.239E-01,  3.512E-10,  2.585E-26, 
 2.245E+06,  3.835E+00,  2.114E+00, -5.749E-05,  3.632E-05, -7.495E-06,  1.360E-05,  2.329E-02, -4.227E-02, -1.150E-06,  7.264E-07, -2.468E-05, -1.360E-05,  3.970E-08,  9.073E+01,  3.970E-08,  9.073E+01,  9.249E-11,  2.114E-01,  9.249E-11,  0.000E+00, 
 2.449E+06,  4.010E+00,  1.993E+00, -2.948E-05,  2.233E-05, -3.676E-06,  7.397E-06,  1.981E-02, -3.986E-02, -5.896E-07,  4.466E-07, -1.488E-05, -7.397E-06,  1.381E-08,  1.006E+02,  1.381E-08,  1.006E+02,  2.736E-11,  1.993E-01,  2.736E-11, -1.616E-27, 
 2.653E+06,  4.148E+00,  1.880E+00, -1.588E-05,  1.392E-05, -1.914E-06,  4.224E-06,  1.703E-02, -3.759E-02, -3.176E-07,  2.785E-07, -9.322E-06, -4.224E-06,  5.237E-09,  1.103E+02,  5.237E-09,  1.103E+02,  8.921E-12,  1.880E-01,  8.921E-12,  0.000E+00, 
 2.857E+06,  4.260E+00,  1.775E+00, -8.928E-06,  8.852E-06, -1.048E-06,  2.514E-06,  1.480E-02, -3.551E-02, -1.786E-07,  1.770E-07, -6.034E-06, -2.514E-06,  2.137E-09,  1.200E+02,  2.137E-09,  1.200E+02,  3.161E-12,  1.775E-01,  3.161E-12,  0.000E+00, 
 3.061E+06,  4.352E+00,  1.680E+00, -5.211E-06,  5.745E-06, -5.987E-07,  1.551E-06,  1.296E-02, -3.359E-02, -1.042E-07,  1.149E-07, -4.020E-06, -1.551E-06,  9.282E-10,  1.296E+02,  9.282E-10,  1.296E+02,  1.203E-12,  1.680E-01,  1.203E-12,  0.000E+00, 
 3.265E+06,  4.428E+00,  1.592E+00, -3.144E-06,  3.807E-06, -3.551E-07,  9.874E-07,  1.145E-02, -3.184E-02, -6.288E-08,  7.613E-08, -2.746E-06, -9.874E-07,  4.258E-10,  1.391E+02,  4.258E-10,  1.391E+02,  4.875E-13,  1.592E-01,  4.875E-13,  0.000E+00, 
 3.469E+06,  4.491E+00,  1.512E+00, -1.953E-06,  2.572E-06, -2.175E-07,  6.460E-07,  1.018E-02, -3.024E-02, -3.907E-08,  5.144E-08, -1.919E-06, -6.460E-07,  2.049E-10,  1.485E+02,  2.049E-10,  1.485E+02,  2.087E-13,  1.512E-01,  2.086E-13,  0.000E+00, 
 3.673E+06,  4.544E+00,  1.439E+00, -1.246E-06,  1.770E-06, -1.371E-07,  4.330E-07,  9.112E-03, -2.878E-02, -2.492E-08,  3.541E-08, -1.367E-06, -4.330E-07,  1.029E-10,  1.579E+02,  1.029E-10,  1.579E+02,  9.372E-14,  1.439E-01,  9.373E-14,  0.000E+00, 
 3.878E+06,  4.590E+00,  1.372E+00, -8.136E-07,  1.240E-06, -8.863E-08,  2.965E-07,  8.201E-03, -2.744E-02, -1.627E-08,  2.479E-08, -9.921E-07, -2.965E-07,  5.361E-11,  1.673E+02,  5.361E-11,  1.673E+02,  4.396E-14,  1.372E-01,  4.397E-14,  3.155E-30, 
 4.082E+06,  4.629E+00,  1.310E+00, -5.427E-07,  8.818E-07, -5.862E-08,  2.071E-07,  7.419E-03, -2.621E-02, -1.085E-08,  1.764E-08, -7.315E-07, -2.071E-07,  2.889E-11,  1.766E+02,  2.889E-11,  1.766E+02,  2.144E-14,  1.310E-01,  2.144E-14,  0.000E+00, 
 4.286E+06,  4.663E+00,  1.254E+00, -3.691E-07,  6.366E-07, -3.957E-08,  1.472E-07,  6.743E-03, -2.508E-02, -7.381E-09,  1.273E-08, -5.473E-07, -1.472E-07,  1.606E-11,  1.859E+02,  1.606E-11,  1.859E+02,  1.083E-14,  1.254E-01,  1.083E-14,  0.000E+00, 
 4.490E+06,  4.692E+00,  1.202E+00, -2.554E-07,  4.659E-07, -2.722E-08,  1.063E-07,  6.155E-03, -2.403E-02, -5.108E-09,  9.319E-09, -4.150E-07, -1.063E-07,  9.176E-12,  1.952E+02,  9.176E-12,  1.952E+02,  5.652E-15,  1.202E-01,  5.647E-15,  0.000E+00, 
 4.694E+06,  4.718E+00,  1.153E+00, -1.796E-07,  3.454E-07, -1.903E-08,  7.785E-08,  5.640E-03, -2.307E-02, -3.592E-09,  6.907E-09, -3.184E-07, -7.785E-08,  5.371E-12,  2.045E+02,  5.371E-12,  2.045E+02,  3.032E-15,  1.153E-01,  3.031E-15, -1.972E-31, 
 4.898E+06,  4.741E+00,  1.109E+00, -1.282E-07,  2.590E-07, -1.352E-08,  5.780E-08,  5.187E-03, -2.218E-02, -2.563E-09,  5.180E-09, -2.471E-07, -5.780E-08,  3.218E-12,  2.138E+02,  3.218E-12,  2.138E+02,  1.676E-15,  1.109E-01,  1.670E-15,  0.000E+00, 
 5.102E+06,  4.761E+00,  1.067E+00, -9.271E-08,  1.964E-07, -9.737E-09,  4.343E-08,  4.786E-03, -2.135E-02, -1.854E-09,  3.927E-09, -1.937E-07, -4.343E-08,  1.980E-12,  2.230E+02,  1.980E-12,  2.230E+02,  9.472E-16,  1.067E-01,  9.431E-16,  0.000E+00, 
 5.306E+06,  4.779E+00,  1.029E+00, -6.790E-08,  1.504E-07, -7.105E-09,  3.300E-08,  4.429E-03, -2.057E-02, -1.358E-09,  3.008E-09, -1.533E-07, -3.300E-08,  1.224E-12,  2.323E+02,  1.234E-12,  2.323E+02,  5.447E-16,  1.029E-01,  5.446E-16,  0.000E+00, 
 5.510E+06,  4.794E+00,  9.928E-01, -5.032E-08,  1.163E-07, -5.247E-09,  2.534E-08,  4.111E-03, -1.986E-02, -1.006E-09,  2.326E-09, -1.224E-07, -2.534E-08,  7.805E-13,  2.415E+02,  7.805E-13,  2.415E+02,  3.227E-16,  9.928E-02,  3.211E-16,  0.000E+00, 
 5.714E+06,  4.809E+00,  9.591E-01, -3.769E-08,  9.071E-08, -3.918E-09,  1.965E-08,  3.826E-03, -1.918E-02, -7.537E-10,  1.814E-09, -9.850E-08, -1.965E-08,  5.049E-13,  2.507E+02,  5.049E-13,  2.507E+02,  1.943E-16,  9.591E-02,  1.930E-16,  0.000E+00, 
 5.918E+06,  4.822E+00,  9.276E-01, -2.851E-08,  7.135E-08, -2.957E-09,  1.537E-08,  3.569E-03, -1.855E-02, -5.702E-10,  1.427E-09, -7.987E-08, -1.537E-08,  3.428E-13,  2.599E+02,  3.333E-13,  2.599E+02,  1.284E-16,  9.276E-02,  1.181E-16,  6.163E-33, 
 6.122E+06,  4.833E+00,  8.981E-01, -2.177E-08,  5.656E-08, -2.252E-09,  1.212E-08,  3.338E-03, -1.796E-02, -4.354E-10,  1.131E-09, -6.523E-08, -1.212E-08,  2.177E-13,  2.691E+02,  2.177E-13,  2.691E+02,  6.939E-17,  8.981E-02,  7.346E-17,  3.081E-33, 
 6.327E+06,  4.844E+00,  8.703E-01, -1.677E-08,  4.516E-08, -1.731E-09,  9.635E-09,  3.128E-03, -1.741E-02, -3.354E-10,  9.032E-10, -5.362E-08, -9.635E-09,  1.470E-13,  2.783E+02,  1.470E-13,  2.783E+02,  4.857E-17,  8.703E-02,  4.642E-17,  0.000E+00, 
 6.531E+06,  4.853E+00,  8.442E-01, -1.303E-08,  3.631E-08, -1.342E-09,  7.715E-09,  2.937E-03, -1.688E-02, -2.605E-10,  7.262E-10, -4.435E-08, -7.715E-09,  1.163E-13,  2.874E+02,  1.057E-13,  2.874E+02,  2.949E-17,  8.442E-02,  2.976E-17,  0.000E+00, 
 6.735E+06,  4.862E+00,  8.196E-01, -1.020E-08,  2.938E-08, -1.048E-09,  6.220E-09,  2.763E-03, -1.639E-02, -2.039E-10,  5.876E-10, -3.690E-08, -6.220E-09,  7.917E-14,  2.966E+02,  8.797E-14,  2.966E+02,  2.255E-17,  8.196E-02,  1.934E-17,  7.704E-34, 
 6.939E+06,  4.870E+00,  7.963E-01, -8.038E-09,  2.392E-08, -8.253E-10,  5.047E-09,  2.604E-03, -1.593E-02, -1.608E-10,  4.784E-10, -3.086E-08, -5.047E-09,  5.151E-14,  3.058E+02,  4.415E-14,  3.058E+02,  1.214E-17,  7.963E-02,  1.274E-17,  0.000E+00, 
 7.143E+06,  4.877E+00,  7.743E-01, -6.380E-09,  1.959E-08, -6.541E-10,  4.120E-09,  2.459E-03, -1.549E-02, -1.276E-10,  3.917E-10, -2.595E-08, -4.120E-09,  4.331E-14,  3.149E+02,  4.331E-14,  3.149E+02,  1.735E-17,  7.743E-02,  8.487E-18, -3.852E-34, 
 7.347E+06,  4.884E+00,  7.534E-01, -5.097E-09,  1.613E-08, -5.219E-10,  3.383E-09,  2.325E-03, -1.507E-02, -1.019E-10,  3.225E-10, -2.193E-08, -3.383E-09,  2.091E-14,  3.241E+02,  2.091E-14,  3.241E+02,  5.204E-18,  7.534E-02,  5.721E-18,  0.000E+00, 
 7.551E+06,  4.890E+00,  7.337E-01, -4.097E-09,  1.335E-08, -4.190E-10,  2.792E-09,  2.202E-03, -1.467E-02, -8.195E-11,  2.669E-10, -1.861E-08, -2.792E-09,  1.775E-14,  3.332E+02,  8.874E-15,  3.332E+02,  3.469E-18,  7.337E-02,  3.899E-18,  0.000E+00, 
 7.755E+06,  4.896E+00,  7.149E-01, -3.313E-09,  1.110E-08, -3.383E-10,  2.317E-09,  2.088E-03, -1.430E-02, -6.625E-11,  2.220E-10, -1.587E-08, -2.317E-09,  7.565E-15,  3.424E+02,  7.565E-15,  3.424E+02,  0.000E+00,  7.149E-02,  2.684E-18, -9.630E-35, 
 7.959E+06,  4.901E+00,  6.971E-01, -2.693E-09,  9.275E-09, -2.747E-10,  1.932E-09,  1.983E-03, -1.394E-02, -5.386E-11,  1.855E-10, -1.358E-08, -1.932E-09,  1.295E-14,  3.515E+02,  1.295E-14,  3.515E+02,  0.000E+00,  6.971E-02,  1.866E-18,  9.630E-35, 
 8.163E+06,  4.906E+00,  6.801E-01, -2.201E-09,  7.785E-09, -2.243E-10,  1.618E-09,  1.885E-03, -1.360E-02, -4.401E-11,  1.557E-10, -1.167E-08, -1.618E-09,  1.113E-14,  3.607E+02,  1.113E-14,  3.607E+02,  5.204E-18,  6.801E-02,  1.309E-18,  0.000E+00, 
 8.367E+06,  4.910E+00,  6.639E-01, -1.807E-09,  6.561E-09, -1.840E-10,  1.361E-09,  1.795E-03, -1.328E-02, -3.614E-11,  1.312E-10, -1.007E-08, -1.361E-09, -9.601E-15,  3.698E+02, -0.000E+00,  3.698E+02,  0.000E+00,  6.639E-02,  9.263E-19, -4.815E-35, 
 8.571E+06,  4.914E+00,  6.484E-01, -1.491E-09,  5.552E-09, -1.517E-10,  1.150E-09,  1.711E-03, -1.297E-02, -2.982E-11,  1.110E-10, -8.715E-09, -1.150E-09, -0.000E+00,  3.790E+02, -0.000E+00,  3.790E+02, -1.735E-18,  6.484E-02,  6.611E-19, -2.407E-35, 
 8.776E+06,  4.918E+00,  6.337E-01, -1.236E-09,  4.717E-09, -1.256E-10,  9.752E-10,  1.633E-03, -1.267E-02, -2.472E-11,  9.434E-11, -7.570E-09, -9.752E-10,  7.219E-15,  3.881E+02,  7.219E-15,  3.881E+02, -1.735E-18,  6.337E-02,  4.755E-19,  2.407E-35, 
 8.980E+06,  4.922E+00,  6.196E-01, -1.029E-09,  4.022E-09, -1.045E-10,  8.303E-10,  1.560E-03, -1.239E-02, -2.058E-11,  8.044E-11, -6.596E-09, -8.303E-10, -0.000E+00,  3.972E+02,  6.290E-15,  3.972E+02, -1.735E-18,  6.196E-02,  3.447E-19,  1.204E-35, 
 9.184E+06,  4.925E+00,  6.061E-01, -8.599E-10,  3.441E-09, -8.729E-11,  7.094E-10,  1.491E-03, -1.212E-02, -1.720E-11,  6.882E-11, -5.765E-09, -7.094E-10,  5.498E-15,  4.063E+02,  5.498E-15,  4.063E+02, -8.674E-19,  6.061E-02,  2.516E-19,  0.000E+00, 
 9.388E+06,  4.929E+00,  5.931E-01, -7.215E-10,  2.954E-09, -7.320E-11,  6.082E-10,  1.428E-03, -1.186E-02, -1.443E-11,  5.909E-11, -5.054E-09, -6.082E-10, -0.000E+00,  4.155E+02, -0.000E+00,  4.155E+02, -2.602E-18,  5.931E-02,  1.850E-19,  6.019E-36, 
 9.592E+06,  4.932E+00,  5.807E-01, -6.077E-10,  2.545E-09, -6.162E-11,  5.232E-10,  1.368E-03, -1.161E-02, -1.215E-11,  5.089E-11, -4.443E-09, -5.232E-10,  8.475E-15,  4.246E+02,  8.475E-15,  4.246E+02,  0.000E+00,  5.807E-02,  1.369E-19,  0.000E+00, 
 9.796E+06,  4.934E+00,  5.688E-01, -5.137E-10,  2.198E-09, -5.205E-11,  4.515E-10,  1.312E-03, -1.138E-02, -1.027E-11,  4.397E-11, -3.917E-09, -4.515E-10, -7.471E-15,  4.337E+02, -0.000E+00,  4.337E+02,  8.674E-19,  5.688E-02,  1.019E-19,  0.000E+00, 
 1.000E+07,  4.937E+00,  5.574E-01, -4.357E-10,  1.905E-09, -4.413E-11,  3.909E-10,  1.259E-03, -1.115E-02, -8.715E-12,  3.810E-11, -3.462E-09, -3.909E-10, -0.000E+00,  4.428E+02, -0.000E+00,  4.428E+02,  1.735E-18,  5.574E-02,  7.638E-20,  3.009E-36, 
