      Freq,    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),     Re(Av),     Im(Av),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout),     Re(Ai),     Im(Ai),    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Pin),    Im(Pin),   Re(Pout),   Im(Pout), 
 1.837E+06,  4.629E+00,  1.309E+00, -2.634E-02,  4.285E-02, -2.845E-03,  1.006E-02,  4.941E-03, -1.745E-02, -3.512E-04,  5.714E-04, -3.559E-02, -1.005E-02,  1.026E-01,  2.653E+02,  1.026E-01,  2.653E+02,  3.374E-05,  8.726E-02,  3.374E-05,  0.000E+00, 
 2.041E+06,  4.700E+00,  1.187E+00, -1.741E-02,  3.228E-02, -1.852E-03,  7.335E-03,  3.999E-03, -1.582E-02, -2.321E-04,  4.304E-04, -2.905E-02, -7.329E-03,  6.732E-02,  2.970E+02,  6.732E-02,  2.970E+02,  1.793E-05,  7.912E-02,  1.793E-05,  0.000E+00, 
 2.245E+06,  4.752E+00,  1.085E+00, -1.196E-02,  2.482E-02, -1.258E-03,  5.511E-03,  3.304E-03, -1.446E-02, -1.594E-04,  3.310E-04, -2.414E-02, -5.508E-03,  4.599E-02,  3.286E+02,  4.599E-02,  3.286E+02,  1.012E-05,  7.232E-02,  1.012E-05,  0.000E+00, 
 2.449E+06,  4.792E+00,  9.984E-01, -8.477E-03,  1.946E-02, -8.845E-04,  4.245E-03,  2.775E-03, -1.331E-02, -1.130E-04,  2.594E-04, -2.037E-02, -4.243E-03,  3.248E-02,  3.599E+02,  3.248E-02,  3.599E+02,  6.006E-06,  6.656E-02,  6.006E-06,  0.000E+00, 
 2.653E+06,  4.823E+00,  9.245E-01, -6.174E-03,  1.551E-02, -6.401E-04,  3.339E-03,  2.364E-03, -1.233E-02, -8.232E-05,  2.068E-04, -1.742E-02, -3.338E-03,  2.358E-02,  3.912E+02,  2.358E-02,  3.912E+02,  3.716E-06,  6.164E-02,  3.716E-06,  0.000E+00, 
 2.857E+06,  4.847E+00,  8.607E-01, -4.601E-03,  1.255E-02, -4.747E-04,  2.673E-03,  2.038E-03, -1.148E-02, -6.135E-05,  1.673E-04, -1.506E-02, -2.673E-03,  1.754E-02,  4.224E+02,  1.754E-02,  4.224E+02,  2.382E-06,  5.738E-02,  2.382E-06,  1.059E-22, 
 3.061E+06,  4.867E+00,  8.049E-01, -3.499E-03,  1.029E-02, -3.594E-04,  2.173E-03,  1.775E-03, -1.073E-02, -4.665E-05,  1.372E-04, -1.314E-02, -2.173E-03,  1.331E-02,  4.535E+02,  1.331E-02,  4.535E+02,  1.575E-06,  5.366E-02,  1.575E-06,  0.000E+00, 
 3.265E+06,  4.883E+00,  7.558E-01, -2.707E-03,  8.535E-03, -2.772E-04,  1.791E-03,  1.560E-03, -1.008E-02, -3.609E-05,  1.138E-04, -1.157E-02, -1.791E-03,  1.028E-02,  4.845E+02,  1.028E-02,  4.845E+02,  1.069E-06,  5.039E-02,  1.069E-06,  5.294E-23, 
 3.469E+06,  4.896E+00,  7.123E-01, -2.127E-03,  7.156E-03, -2.172E-04,  1.493E-03,  1.382E-03, -9.498E-03, -2.836E-05,  9.541E-05, -1.026E-02, -1.493E-03,  8.066E-03,  5.155E+02,  8.066E-03,  5.155E+02,  7.430E-07,  4.749E-02,  7.430E-07,  0.000E+00, 
 3.673E+06,  4.908E+00,  6.735E-01, -1.694E-03,  6.056E-03, -1.726E-04,  1.258E-03,  1.233E-03, -8.980E-03, -2.259E-05,  8.075E-05, -9.165E-03, -1.258E-03,  6.418E-03,  5.465E+02,  6.418E-03,  5.465E+02,  5.273E-07,  4.490E-02,  5.273E-07,  2.647E-23, 
 3.878E+06,  4.917E+00,  6.387E-01, -1.366E-03,  5.170E-03, -1.389E-04,  1.069E-03,  1.106E-03, -8.516E-03, -1.821E-05,  6.893E-05, -8.233E-03, -1.069E-03,  5.170E-03,  5.774E+02,  5.170E-03,  5.774E+02,  3.812E-07,  4.258E-02,  3.812E-07,  1.323E-23, 
 4.082E+06,  4.925E+00,  6.072E-01, -1.114E-03,  4.447E-03, -1.130E-04,  9.169E-04,  9.983E-04, -8.096E-03, -1.485E-05,  5.930E-05, -7.437E-03, -9.168E-04,  4.211E-03,  6.083E+02,  4.211E-03,  6.083E+02,  2.802E-07,  4.048E-02,  2.802E-07,  0.000E+00, 
 4.286E+06,  4.932E+00,  5.787E-01, -9.168E-04,  3.853E-03, -9.294E-05,  7.920E-04,  9.055E-04, -7.716E-03, -1.222E-05,  5.137E-05, -6.750E-03, -7.920E-04,  3.464E-03,  6.392E+02,  3.464E-03,  6.392E+02,  2.091E-07,  3.858E-02,  2.091E-07, -6.617E-24, 
 4.490E+06,  4.938E+00,  5.528E-01, -7.616E-04,  3.359E-03, -7.711E-05,  6.889E-04,  8.250E-04, -7.370E-03, -1.015E-05,  4.479E-05, -6.154E-03, -6.889E-04,  2.876E-03,  6.700E+02,  2.876E-03,  6.700E+02,  1.582E-07,  3.685E-02,  1.582E-07,  0.000E+00, 
 4.694E+06,  4.943E+00,  5.290E-01, -6.378E-04,  2.946E-03, -6.451E-05,  6.029E-04,  7.548E-04, -7.053E-03, -8.505E-06,  3.928E-05, -5.634E-03, -6.029E-04,  2.408E-03,  7.009E+02,  2.408E-03,  7.009E+02,  1.212E-07,  3.527E-02,  1.212E-07,  0.000E+00, 
 4.898E+06,  4.948E+00,  5.072E-01, -5.382E-04,  2.598E-03, -5.439E-05,  5.306E-04,  6.932E-04, -6.763E-03, -7.177E-06,  3.464E-05, -5.176E-03, -5.306E-04,  2.031E-03,  7.317E+02,  2.031E-03,  7.317E+02,  9.385E-08,  3.381E-02,  9.385E-08, -3.309E-24, 
 5.102E+06,  4.952E+00,  4.871E-01, -4.573E-04,  2.302E-03, -4.618E-05,  4.694E-04,  6.389E-04, -6.495E-03, -6.098E-06,  3.070E-05, -4.773E-03, -4.694E-04,  1.725E-03,  7.625E+02,  1.725E-03,  7.625E+02,  7.346E-08,  3.247E-02,  7.346E-08,  0.000E+00, 
 5.306E+06,  4.956E+00,  4.685E-01, -3.911E-04,  2.050E-03, -3.946E-05,  4.173E-04,  5.907E-04, -6.247E-03, -5.214E-06,  2.733E-05, -4.414E-03, -4.173E-04,  1.474E-03,  7.933E+02,  1.474E-03,  7.933E+02,  5.806E-08,  3.124E-02,  5.806E-08,  0.000E+00, 
 5.510E+06,  4.959E+00,  4.513E-01, -3.364E-04,  1.833E-03, -3.392E-05,  3.727E-04,  5.477E-04, -6.018E-03, -4.485E-06,  2.444E-05, -4.095E-03, -3.727E-04,  1.268E-03,  8.240E+02,  1.268E-03,  8.240E+02,  4.629E-08,  3.009E-02,  4.629E-08,  0.000E+00, 
 5.714E+06,  4.962E+00,  4.353E-01, -2.909E-04,  1.645E-03, -2.932E-05,  3.341E-04,  5.093E-04, -5.805E-03, -3.879E-06,  2.194E-05, -3.808E-03, -3.341E-04,  1.096E-03,  8.548E+02,  1.096E-03,  8.548E+02,  3.722E-08,  2.902E-02,  3.722E-08,  0.000E+00, 
 5.918E+06,  4.964E+00,  4.204E-01, -2.529E-04,  1.482E-03, -2.547E-05,  3.008E-04,  4.748E-04, -5.606E-03, -3.372E-06,  1.976E-05, -3.551E-03, -3.008E-04,  9.526E-04,  8.856E+02,  9.526E-04,  8.856E+02,  3.015E-08,  2.803E-02,  3.015E-08,  8.272E-25, 
 6.122E+06,  4.967E+00,  4.065E-01, -2.209E-04,  1.340E-03, -2.224E-05,  2.717E-04,  4.436E-04, -5.420E-03, -2.945E-06,  1.787E-05, -3.319E-03, -2.717E-04,  8.318E-04,  9.163E+02,  8.318E-04,  9.163E+02,  2.460E-08,  2.710E-02,  2.460E-08,  8.272E-25, 
 6.327E+06,  4.969E+00,  3.935E-01, -1.938E-04,  1.216E-03, -1.950E-05,  2.462E-04,  4.155E-04, -5.247E-03, -2.584E-06,  1.621E-05, -3.109E-03, -2.462E-04,  7.296E-04,  9.471E+02,  7.296E-04,  9.471E+02,  2.021E-08,  2.623E-02,  2.021E-08,  0.000E+00, 
 6.531E+06,  4.971E+00,  3.813E-01, -1.707E-04,  1.106E-03, -1.717E-05,  2.239E-04,  3.899E-04, -5.084E-03, -2.276E-06,  1.475E-05, -2.918E-03, -2.238E-04,  6.426E-04,  9.778E+02,  6.426E-04,  9.778E+02,  1.670E-08,  2.542E-02,  1.670E-08,  0.000E+00, 
 6.735E+06,  4.973E+00,  3.698E-01, -1.510E-04,  1.009E-03, -1.518E-05,  2.041E-04,  3.666E-04, -4.930E-03, -2.013E-06,  1.346E-05, -2.745E-03, -2.041E-04,  5.681E-04,  1.009E+03,  5.681E-04,  1.009E+03,  1.389E-08,  2.465E-02,  1.389E-08,  4.136E-25, 
 6.939E+06,  4.974E+00,  3.590E-01, -1.340E-04,  9.235E-04, -1.347E-05,  1.866E-04,  3.454E-04, -4.786E-03, -1.786E-06,  1.231E-05, -2.586E-03, -1.866E-04,  5.042E-04,  1.039E+03,  5.042E-04,  1.039E+03,  1.161E-08,  2.393E-02,  1.161E-08,  0.000E+00, 
 7.143E+06,  4.976E+00,  3.488E-01, -1.193E-04,  8.470E-04, -1.199E-05,  1.711E-04,  3.259E-04, -4.650E-03, -1.591E-06,  1.129E-05, -2.441E-03, -1.711E-04,  4.490E-04,  1.070E+03,  4.490E-04,  1.070E+03,  9.756E-09,  2.325E-02,  9.756E-09,  0.000E+00, 
 7.347E+06,  4.977E+00,  3.391E-01, -1.066E-04,  7.788E-04, -1.071E-05,  1.572E-04,  3.081E-04, -4.521E-03, -1.422E-06,  1.038E-05, -2.307E-03, -1.572E-04,  4.011E-04,  1.101E+03,  4.011E-04,  1.101E+03,  8.239E-09,  2.261E-02,  8.239E-09,  2.068E-25, 
 7.551E+06,  4.978E+00,  3.300E-01, -9.557E-05,  7.177E-04, -9.599E-06,  1.448E-04,  2.917E-04, -4.400E-03, -1.274E-06,  9.570E-06, -2.185E-03, -1.448E-04,  3.595E-04,  1.131E+03,  3.595E-04,  1.131E+03,  6.990E-09,  2.200E-02,  6.990E-09,  0.000E+00, 
 7.755E+06,  4.979E+00,  3.213E-01, -8.591E-05,  6.628E-04, -8.627E-06,  1.337E-04,  2.765E-04, -4.285E-03, -1.145E-06,  8.838E-06, -2.071E-03, -1.337E-04,  3.231E-04,  1.162E+03,  3.231E-04,  1.162E+03,  5.957E-09,  2.142E-02,  5.957E-09,  1.034E-25, 
 7.959E+06,  4.980E+00,  3.131E-01, -7.744E-05,  6.134E-04, -7.775E-06,  1.237E-04,  2.625E-04, -4.175E-03, -1.033E-06,  8.179E-06, -1.967E-03, -1.237E-04,  2.912E-04,  1.193E+03,  2.912E-04,  1.193E+03,  5.097E-09,  2.088E-02,  5.097E-09,  0.000E+00, 
 8.163E+06,  4.981E+00,  3.053E-01, -6.999E-05,  5.688E-04, -7.025E-06,  1.146E-04,  2.495E-04, -4.071E-03, -9.332E-07,  7.584E-06, -1.870E-03, -1.146E-04,  2.632E-04,  1.224E+03,  2.632E-04,  1.224E+03,  4.379E-09,  2.036E-02,  4.379E-09,  0.000E+00, 
 8.367E+06,  4.982E+00,  2.979E-01, -6.341E-05,  5.283E-04, -6.364E-06,  1.064E-04,  2.375E-04, -3.972E-03, -8.455E-07,  7.045E-06, -1.780E-03, -1.064E-04,  2.384E-04,  1.254E+03,  2.384E-04,  1.254E+03,  3.776E-09,  1.986E-02,  3.776E-09,  5.170E-26, 
 8.571E+06,  4.983E+00,  2.908E-01, -5.759E-05,  4.917E-04, -5.779E-06,  9.901E-05,  2.263E-04, -3.878E-03, -7.679E-07,  6.556E-06, -1.696E-03, -9.901E-05,  2.165E-04,  1.285E+03,  2.165E-04,  1.285E+03,  3.267E-09,  1.939E-02,  3.267E-09,  0.000E+00, 
 8.776E+06,  4.984E+00,  2.841E-01, -5.242E-05,  4.583E-04, -5.259E-06,  9.226E-05,  2.159E-04, -3.788E-03, -6.990E-07,  6.111E-06, -1.618E-03, -9.226E-05,  1.971E-04,  1.316E+03,  1.971E-04,  1.316E+03,  2.837E-09,  1.894E-02,  2.837E-09, -5.170E-26, 
 8.980E+06,  4.985E+00,  2.777E-01, -4.782E-05,  4.279E-04, -4.797E-06,  8.611E-05,  2.062E-04, -3.702E-03, -6.376E-07,  5.705E-06, -1.546E-03, -8.611E-05,  1.798E-04,  1.346E+03,  1.798E-04,  1.346E+03,  2.472E-09,  1.851E-02,  2.472E-09, -5.170E-26, 
 9.184E+06,  4.985E+00,  2.715E-01, -4.371E-05,  4.001E-04, -4.384E-06,  8.050E-05,  1.972E-04, -3.620E-03, -5.828E-07,  5.335E-06, -1.478E-03, -8.050E-05,  1.643E-04,  1.377E+03,  1.643E-04,  1.377E+03,  2.160E-09,  1.810E-02,  2.160E-09,  0.000E+00, 
 9.388E+06,  4.986E+00,  2.656E-01, -4.004E-05,  3.747E-04, -4.015E-06,  7.536E-05,  1.887E-04, -3.542E-03, -5.338E-07,  4.995E-06, -1.414E-03, -7.536E-05,  1.505E-04,  1.408E+03,  1.505E-04,  1.408E+03,  1.893E-09,  1.771E-02,  1.893E-09,  2.585E-26, 
 9.592E+06,  4.986E+00,  2.600E-01, -3.674E-05,  3.513E-04, -3.684E-06,  7.065E-05,  1.807E-04, -3.467E-03, -4.898E-07,  4.684E-06, -1.355E-03, -7.065E-05,  1.381E-04,  1.438E+03,  1.381E-04,  1.438E+03,  1.664E-09,  1.733E-02,  1.664E-09, -2.585E-26, 
 9.796E+06,  4.987E+00,  2.546E-01, -3.377E-05,  3.299E-04, -3.386E-06,  6.633E-05,  1.733E-04, -3.395E-03, -4.503E-07,  4.399E-06, -1.299E-03, -6.633E-05,  1.269E-04,  1.469E+03,  1.269E-04,  1.469E+03,  1.466E-09,  1.697E-02,  1.466E-09, -2.585E-26, 
 1.000E+07,  4.988E+00,  2.494E-01, -3.110E-05,  3.102E-04, -3.118E-06,  6.235E-05,  1.663E-04, -3.325E-03, -4.147E-07,  4.136E-06, -1.247E-03, -6.235E-05,  1.169E-04,  1.500E+03,  1.169E-04,  1.500E+03,  1.296E-09,  1.663E-02,  1.296E-09,  0.000E+00, 
